"","State","Facility Name","Facility ID (ORISPL)","Unit ID","Associated Stacks","Month","Year","Program(s)","Operating Time","Gross Load (MW-h)","Steam Load (1000lb)","SO2 (tons)","Avg. NOx Rate (lb/MMBtu)","NOx (tons)","CO2 (short tons)","Heat Input (MMBtu)","EPA Region","NERC Region","County"
"2417","CO","Craig",6021,"C2","",2,1997,"ARP",672,262327,NA,374.919,0.3548,507.691,292906.1,2854846.6,8,"WECC","Moffat County"
"2418","CO","Craig",6021,"C2","",3,1997,"ARP",744,286529,NA,421.023,0.365,573.678,320471.5,3123510.1,8,"WECC","Moffat County"
"2419","CO","Craig",6021,"C2","",4,1997,"ARP",720,286626,NA,437.68,0.3642,554.648,310944.8,3030653,8,"WECC","Moffat County"
"2420","CO","Craig",6021,"C2","",5,1997,"ARP",744,293484,NA,411.379,0.3552,554.42,317340.4,3093938.9,8,"WECC","Moffat County"
"2421","CO","Craig",6021,"C2","",6,1997,"ARP",720,275913,NA,400.143,0.3755,537.844,291695.5,2843031.4,8,"WECC","Moffat County"
"2422","CO","Craig",6021,"C2","",7,1997,"ARP",720.75,276088,NA,406.614,0.3484,537.347,311535.2,3036405.2,8,"WECC","Moffat County"
"2423","CO","Craig",6021,"C2","",8,1997,"ARP",744,297934,NA,437.137,0.3432,548.635,324443,3162220.9,8,"WECC","Moffat County"
"2424","CO","Craig",6021,"C2","",9,1997,"ARP",300.75,112408,NA,185.83,0.3687,238.352,130014,1267184.9,8,"WECC","Moffat County"
"2425","CO","Craig",6021,"C2","",10,1997,"ARP",688.75,252226,NA,393.691,0.374,546.752,303292.8,2956179.875,8,"WECC","Moffat County"
"2426","CO","Craig",6021,"C2","",11,1997,"ARP",652.5,265247,NA,412.842,0.3836,595.529,317800.65,3097753.6,8,"WECC","Moffat County"
"2427","CO","Craig",6021,"C2","",12,1997,"ARP",744,316114,NA,557.035,0.3657,682.84,382740.5,3730558.5,8,"WECC","Moffat County"
"2428","CO","Craig",6021,"C3","",1,1997,"ARP",744,225567,NA,100.952,0.3296,413.189,254409.4,2487473.5,8,"WECC","Moffat County"
"2429","CO","Craig",6021,"C3","",2,1997,"ARP",672,183807,NA,109.475,0.3239,338.123,210678.7,2058172.8,8,"WECC","Moffat County"
"2430","CO","Craig",6021,"C3","",3,1997,"ARP",744,213779,NA,144.943,0.3441,410.387,241602.7,2363108.4,8,"WECC","Moffat County"
"2431","CO","Craig",6021,"C3","",4,1997,"ARP",266.5,64169,NA,42.092,0.334,132.218,73448.725,717823.7,8,"WECC","Moffat County"
"2432","CO","Craig",6021,"C3","",5,1997,"ARP",736,240488,NA,133.842,0.3534,464.455,268222.875,2614339.525,8,"WECC","Moffat County"
"2433","CO","Craig",6021,"C3","",6,1997,"ARP",720,215257,NA,140.312,0.3401,410.101,245256.3,2390447,8,"WECC","Moffat County"
"2434","CO","Craig",6021,"C3","",7,1997,"ARP",744,238859,NA,149.369,0.3635,478.573,268707.2,2618986.7,8,"WECC","Moffat County"
"2435","CO","Craig",6021,"C3","",8,1997,"ARP",744,230817,NA,122.222,0.3404,440.795,255588.2,2591990,8,"WECC","Moffat County"
"2436","CO","Craig",6021,"C3","",9,1997,"ARP",716.75,238749,NA,146.478,0.3384,436.727,267552,2609667.975,8,"WECC","Moffat County"
"2437","CO","Craig",6021,"C3","",10,1997,"ARP",744,268818,NA,157.125,0.3302,462.833,287473.9,2802041.7,8,"WECC","Moffat County"
"2438","CO","Craig",6021,"C3","",11,1997,"ARP",717,275848,NA,159.93,0.359,519.598,294858.5,2877523.2,8,"WECC","Moffat County"
"2439","CO","Craig",6021,"C3","",12,1997,"ARP",744,298589,NA,188.295,0.3673,576.199,319434.8,3123024.8,8,"WECC","Moffat County"
"2440","CO","Fort St. Vrain",6112,"2","MS2B",1,1997,"ARP",48,3069,NA,0.013,0.0821,1.424,2556.175,43012.625,8,"WECC","Weld County"
"2441","CO","Fort St. Vrain",6112,"2","MS2B",2,1997,"ARP",33,2244,NA,0.009,0.0431,0.48,1844.025,31029.325,8,"WECC","Weld County"
"2442","CO","Fort St. Vrain",6112,"2","MS2B",3,1997,"ARP",96.5,7106,NA,0.029,0.0389,1.599,5657.025,95199.675,8,"WECC","Weld County"
"2443","CO","Fort St. Vrain",6112,"2","MS2B",4,1997,"ARP",78.5,5504,NA,0.022,0.0607,1.346,4415.275,73517.725,8,"WECC","Weld County"
"2444","CO","Fort St. Vrain",6112,"2","MS2B",5,1997,"ARP",143.75,13334,NA,0.049,0.0303,1.99,9643.6,162272.5,8,"WECC","Weld County"
"2445","CO","Fort St. Vrain",6112,"2","MS2B",6,1997,"ARP",120,10589,NA,0.04,0.0247,1.145,7841.95,131955.1,8,"WECC","Weld County"
"2446","CO","Fort St. Vrain",6112,"2","MS2B",7,1997,"ARP",174.5,15508,NA,0.057,0.0364,1.686,11375.425,191416.95,8,"WECC","Weld County"
"2447","CO","Fort St. Vrain",6112,"2","MS2B",8,1997,"ARP",193,18171,NA,0.066,0.0336,1.987,12978.75,218370.325,8,"WECC","Weld County"
"2448","CO","Fort St. Vrain",6112,"2","MS2B",9,1997,"ARP",247,20732,NA,0.079,0.0246,2.161,15613.1,262730.5,8,"WECC","Weld County"
"2449","CO","Fort St. Vrain",6112,"2","MS2B",10,1997,"ARP",165,13817,NA,0.053,0.0272,1.7,10503.225,176746.125,8,"WECC","Weld County"
"2450","CO","Fort St. Vrain",6112,"2","MS2B",11,1997,"ARP",146,11802,NA,0.046,0.0459,1.766,9031.725,151847.825,8,"WECC","Weld County"
"2451","CO","Fort St. Vrain",6112,"2","MS2B",12,1997,"ARP",120.75,10641,NA,0.04,0.0441,1.35,7904.05,132939.125,8,"WECC","Weld County"
"2452","CO","Hayden",525,"H1","",1,1997,"ARP",680,131418,NA,536.787,0.9407,693.15,149567.6,1457771.6,8,"","Routt County"
"2453","CO","Hayden",525,"H1","",2,1997,"ARP",672,131817,NA,511.216,0.8989,645.656,147005.6,1432799.8,8,"","Routt County"
"2454","CO","Hayden",525,"H1","",3,1997,"ARP",744,144861,NA,575.335,0.9038,705.075,159012.9,1549826,8,"","Routt County"
"2455","CO","Hayden",525,"H1","",4,1997,"ARP",494.75,85178,NA,340.469,0.8221,427.788,94989.125,925814.825,8,"","Routt County"
"2456","CO","Hayden",525,"H1","",5,1997,"ARP",744,148178,NA,586.507,1.1703,926.908,162440.6,1583234.9,8,"","Routt County"
"2457","CO","Hayden",525,"H1","",6,1997,"ARP",604.25,115616,NA,475.71,1.0385,666.22,128015.75,1247716.65,8,"","Routt County"
"2458","CO","Hayden",525,"H1","",7,1997,"ARP",744,145959,NA,571.202,0.9997,793.502,162657.3,1585366,8,"","Routt County"
"2459","CO","Hayden",525,"H1","",8,1997,"ARP",744,146212,NA,596.369,0.9325,738.582,162734.2,1586101.3,8,"","Routt County"
"2460","CO","Hayden",525,"H1","",9,1997,"ARP",478.5,89277,NA,352.532,0.8807,447.885,100911.775,983551.975,8,"","Routt County"
"2461","CO","Hayden",525,"H1","",10,1997,"ARP",471,85469,NA,349.388,0.8704,454.312,102276.6,996845.4,8,"","Routt County"
"2462","CO","Hayden",525,"H1","",11,1997,"ARP",720,143388,NA,576.082,0.9141,699.837,157234.1,1532487.1,8,"","Routt County"
"2463","CO","Hayden",525,"H1","",12,1997,"ARP",744,144153,NA,537.294,0.8682,653.669,153723.6,1498277.5,8,"","Routt County"
"2464","CO","Hayden",525,"H2","",1,1997,"ARP",744,200520,NA,822.547,0.4415,503.96,234584.8,2286405.6,8,"","Routt County"
"2465","CO","Hayden",525,"H2","",2,1997,"ARP",649,173275,NA,604.815,0.3944,371.2,190622.25,1857910.65,8,"","Routt County"
"2466","CO","Hayden",525,"H2","",3,1997,"ARP",744,203848,NA,724.556,0.4162,467.847,231054.5,2251999.9,8,"","Routt County"
"2467","CO","Hayden",525,"H2","",4,1997,"ARP",720,199764,NA,725.602,0.3587,414.99,237645.2,2316222.5,8,"","Routt County"
"2468","CO","Hayden",525,"H2","",5,1997,"ARP",729.5,192554,NA,683.404,0.3345,378.198,229198.675,2233903.4,8,"","Routt County"
"2469","CO","Hayden",525,"H2","",6,1997,"ARP",147.5,38343,NA,134.383,0.3839,86.496,45996.825,448314.5,8,"","Routt County"
"2470","CO","Hayden",525,"H2","",7,1997,"ARP",678.5,175655,NA,590.036,0.3438,368.836,210940.2,2055946.725,8,"","Routt County"
"2471","CO","Hayden",525,"H2","",8,1997,"ARP",691,184816,NA,677.773,0.3533,403.12,227150.325,2213944.975,8,"","Routt County"
"2472","CO","Hayden",525,"H2","",9,1997,"ARP",720,201915,NA,715.855,0.3434,419.075,250671.6,2443202,8,"","Routt County"
"2473","CO","Hayden",525,"H2","",10,1997,"ARP",509.25,130642,NA,464.308,0.3789,308.82,161338.3,1572499.35,8,"","Routt County"
"2474","CO","Hayden",525,"H2","",11,1997,"ARP",720,195767,NA,754.396,0.3494,445.981,261390.3,2551403,8,"","Routt County"
"2475","CO","Hayden",525,"H2","",12,1997,"ARP",713.25,192014,NA,709.511,0.3399,412.845,245932.925,2397006.5,8,"","Routt County"
"2476","CO","Martin Drake",492,"5","",1,1997,"ARP",642.75,12369,NA,34.827,0.9476,56.117,11942.2,116386.65,8,"","El Paso County"
"2477","CO","Martin Drake",492,"5","",2,1997,"ARP",672,13991,NA,39.631,1.0793,69.417,13204.1,128692.4,8,"","El Paso County"
"2478","CO","Martin Drake",492,"5","",3,1997,"ARP",142,3295,NA,9.258,1.1522,15.862,2771.1,27012.4,8,"","El Paso County"
"2479","CO","Martin Drake",492,"5","",4,1997,"ARP",587,13178,NA,55.004,0.8664,67.301,15626.85,152418.35,8,"","El Paso County"
"2480","CO","Martin Drake",492,"5","",5,1997,"ARP",637.25,13444,NA,51.12,0.8349,65.076,15885.5,154906.8,8,"","El Paso County"
"2481","CO","Martin Drake",492,"5","",6,1997,"ARP",528.25,10894,NA,38.583,0.8144,54.214,13216.4,128787.45,8,"","El Paso County"
"2482","CO","Martin Drake",492,"5","",7,1997,"ARP",700.25,14706,NA,50.146,0.7933,66.681,16889.15,164561.35,8,"","El Paso County"
"2483","CO","Martin Drake",492,"5","",8,1997,"ARP",660,13571,NA,9.64,0.4904,28.856,11418.475,111404.7,8,"","El Paso County"
"2484","CO","Martin Drake",492,"5","",9,1997,"ARP",560,12129,NA,46.255,0.7867,59.481,14816.825,144429.3,8,"","El Paso County"
"2485","CO","Martin Drake",492,"5","",10,1997,"ARP",731,16684,NA,71.388,0.7818,85.357,22074,215211.9,8,"","El Paso County"
"2486","CO","Martin Drake",492,"5","",11,1997,"ARP",656.25,13284,NA,55.278,0.8258,72.9,17656.075,172055.55,8,"","El Paso County"
"2487","CO","Martin Drake",492,"5","",12,1997,"ARP",704.75,14118,NA,53.586,0.8876,76.879,17436.2,169877.1,8,"","El Paso County"
"2488","CO","Martin Drake",492,"6","",1,1997,"ARP",744,45525,NA,178.646,0.8829,242.692,55555,541460.3,8,"","El Paso County"
"2489","CO","Martin Drake",492,"6","",2,1997,"ARP",672,35351,NA,125.288,0.8446,181.6,43450.9,423487.2,8,"","El Paso County"
"2490","CO","Martin Drake",492,"6","",3,1997,"ARP",744,40200,NA,170.131,0.8992,213.096,48058.6,468390.9,8,"","El Paso County"
"2491","CO","Martin Drake",492,"6","",4,1997,"ARP",720,42381,NA,187.22,0.895,228.84,51516.7,502131.6,8,"","El Paso County"
"2492","CO","Martin Drake",492,"6","",5,1997,"ARP",744,43072,NA,180.493,0.9188,242.425,53256.3,519247.4,8,"","El Paso County"
"2493","CO","Martin Drake",492,"6","",6,1997,"ARP",720,40721,NA,156.681,0.8653,218.467,51126.4,498414.1,8,"","El Paso County"
"2494","CO","Martin Drake",492,"6","",7,1997,"ARP",744,41352,NA,169.215,0.8449,220.589,52454.8,511367.3,8,"","El Paso County"
"2495","CO","Martin Drake",492,"6","",8,1997,"ARP",720.75,40551,NA,181.98,0.9076,231.505,51279.375,499777.525,8,"","El Paso County"
"2496","CO","Martin Drake",492,"6","",9,1997,"ARP",599.25,38827,NA,160.218,0.9059,219.296,48616.975,473942.775,8,"","El Paso County"
"2497","CO","Martin Drake",492,"6","",10,1997,"ARP",744,45497,NA,181.57,0.8464,234.231,56614.6,551820.4,8,"","El Paso County"
"2498","CO","Martin Drake",492,"6","",11,1997,"ARP",718.25,45906,NA,179.052,0.8758,246.772,57633.4,561802.8,8,"","El Paso County"
"2499","CO","Martin Drake",492,"6","",12,1997,"ARP",744,49770,NA,220.883,0.8861,262.644,60782.1,592491,8,"","El Paso County"
"2500","CO","Martin Drake",492,"7","",1,1997,"ARP",744,86479,NA,303.309,0.9517,449.461,96179.6,937415.5,8,"","El Paso County"
"2501","CO","Martin Drake",492,"7","",2,1997,"ARP",672,76191,NA,244.718,0.9067,377.837,84563.9,824214,8,"","El Paso County"
"2502","CO","Martin Drake",492,"7","",3,1997,"ARP",744,81605,NA,322.793,0.9353,417.108,90326.2,880398.2,8,"","El Paso County"
"2503","CO","Martin Drake",492,"7","",4,1997,"ARP",719.25,80035,NA,317.557,0.8603,377.429,88807.925,865601.6,8,"","El Paso County"
"2504","CO","Martin Drake",492,"7","",5,1997,"ARP",744,82792,NA,311.087,0.956,435.799,92493.2,901467.5,8,"","El Paso County"
"2505","CO","Martin Drake",492,"7","",6,1997,"ARP",603.75,59747,NA,208.33,0.8522,291.541,67247.475,655386.075,8,"","El Paso County"
"2506","CO","Martin Drake",492,"7","",7,1997,"ARP",744,78666,NA,294.352,0.913,399.301,88704.3,864741.9,8,"","El Paso County"
"2507","CO","Martin Drake",492,"7","",8,1997,"ARP",744,81936,NA,337.81,0.9089,411.82,92151.8,898197.7,8,"","El Paso County"
"2508","CO","Martin Drake",492,"7","",9,1997,"ARP",526.25,57377,NA,219.958,0.9352,301.851,64118.575,624878.225,8,"","El Paso County"
"2509","CO","Martin Drake",492,"7","",10,1997,"ARP",698.75,74635,NA,268.212,0.89,367.093,83991.95,818694.225,8,"","El Paso County"
"2510","CO","Martin Drake",492,"7","",11,1997,"ARP",719.5,78471,NA,271.24,0.9962,439.73,88522.95,862927.95,8,"","El Paso County"
"2511","CO","Martin Drake",492,"7","",12,1997,"ARP",744,84713,NA,334.063,1.0158,466.213,93608.9,912232.3,8,"","El Paso County"
"2512","CO","Nucla",527,"1","",1,1997,"ARP",718.75,72491,NA,138.04,0.2543,118.633,94727.825,923278.325,8,"WECC","Montrose County"
"2513","CO","Nucla",527,"1","",2,1997,"ARP",595.25,53242,NA,93.757,0.245,87.56,69166,674127.675,8,"WECC","Montrose County"
"2514","CO","Nucla",527,"1","",3,1997,"ARP",685.5,65700,NA,117.339,0.2944,113.101,77654.35,756873.15,8,"WECC","Montrose County"
"2515","CO","Nucla",527,"1","",4,1997,"ARP",716.75,69901,NA,136.048,0.2527,104.23,82945.4,808444.125,8,"WECC","Montrose County"
"2516","CO","Nucla",527,"1","",5,1997,"ARP",738.75,74061,NA,143.401,0.2504,106.984,86869.75,846682.75,8,"WECC","Montrose County"
"2517","CO","Nucla",527,"1","",6,1997,"ARP",720,69501,NA,148.166,0.2357,96.918,83541.2,814251,8,"WECC","Montrose County"
"2518","CO","Nucla",527,"1","",7,1997,"ARP",740.5,67163,NA,141.981,0.2065,84.001,82843.8,807430.875,8,"WECC","Montrose County"
"2519","CO","Nucla",527,"1","",8,1997,"ARP",629,53262,NA,112.271,0.1965,63.525,65917.3,642474.15,8,"WECC","Montrose County"
"2520","CO","Nucla",527,"1","",9,1997,"ARP",720,66824,NA,134.113,0.2268,91.052,81359.1,792977.1,8,"WECC","Montrose County"
"2521","CO","Nucla",527,"1","",10,1997,"ARP",739,64032,NA,135.834,0.2214,89.745,81710.3,796399.125,8,"WECC","Montrose County"
"2522","CO","Nucla",527,"1","",11,1997,"ARP",720,65137,NA,140.729,0.2539,103.578,83444.6,813316.4,8,"WECC","Montrose County"
"2523","CO","Nucla",527,"1","",12,1997,"ARP",738.75,62172,NA,136.229,0.24,95.395,80735.8,786893.675,8,"WECC","Montrose County"
"2524","CO","Pawnee",6248,"1","",1,1997,"ARP",743.75,355179,NA,1248.192,0.2004,358.29,368510.575,3592455.425,8,"WECC","Morgan County"
"2525","CO","Pawnee",6248,"1","",2,1997,"ARP",167.75,75303,NA,250.948,0.2061,78.895,78813.575,769127.725,8,"WECC","Morgan County"
"2526","CO","Pawnee",6248,"1","",3,1997,"ARP",0,NA,NA,NA,NA,NA,NA,NA,8,"WECC","Morgan County"
"2527","CO","Pawnee",6248,"1","",4,1997,"ARP",377.25,89550,NA,234.3,0.1376,78.784,100180.775,1003656.975,8,"WECC","Morgan County"
"2528","CO","Pawnee",6248,"1","",5,1997,"ARP",743.75,361549,NA,1153.456,0.1912,373.048,400880.475,3909993.025,8,"WECC","Morgan County"
"2529","CO","Pawnee",6248,"1","",6,1997,"ARP",720,346318,NA,1392.689,0.1897,373.454,405928.8,3956424.3,8,"WECC","Morgan County"
"2530","CO","Pawnee",6248,"1","",7,1997,"ARP",744,359909,NA,1558.752,0.1973,404.661,424962.3,4141944.2,8,"WECC","Morgan County"
"2531","CO","Pawnee",6248,"1","",8,1997,"ARP",744,351684,NA,1476.582,0.2192,435.66,411139.3,4007210,8,"WECC","Morgan County"
"2532","CO","Pawnee",6248,"1","",9,1997,"ARP",720,335772,NA,1499.34,0.2101,397.305,394353.9,3843604,8,"WECC","Morgan County"
"2533","CO","Pawnee",6248,"1","",10,1997,"ARP",744,356159,NA,1693.691,0.2319,463.362,412065.6,4016237.4,8,"WECC","Morgan County"
"2534","CO","Pawnee",6248,"1","",11,1997,"ARP",720,342509,NA,1646.617,0.2283,436.767,392509.2,3825627.6,8,"WECC","Morgan County"
"2535","CO","Pawnee",6248,"1","",12,1997,"ARP",744,356106,NA,1774.166,0.2193,417.587,391507,3815858.2,8,"WECC","Morgan County"
"2536","CO","Rawhide Energy Station",6761,"101","",1,1997,"ARP",656.75,160355,NA,55.202,0.3091,280.897,182567.8,1779417.25,8,"WECC","Larimer County"
"2537","CO","Rawhide Energy Station",6761,"101","",2,1997,"ARP",643.25,147717,NA,58.892,0.3086,257.218,166127.15,1619182.25,8,"WECC","Larimer County"
"2538","CO","Rawhide Energy Station",6761,"101","",3,1997,"ARP",744,176952,NA,79.74,0.3258,322.326,198185.2,1931641.3,8,"WECC","Larimer County"
"2539","CO","Rawhide Energy Station",6761,"101","",4,1997,"ARP",719.75,170225,NA,64.155,0.3365,325.153,193574.675,1886691.075,8,"WECC","Larimer County"
"2540","CO","Rawhide Energy Station",6761,"101","",5,1997,"ARP",693,155121,NA,69.071,0.3217,286.842,175380.675,1709356.5,8,"WECC","Larimer County"
"2541","CO","Rawhide Energy Station",6761,"101","",6,1997,"ARP",720,162340,NA,71.717,0.3153,296.72,186485.7,1817597.5,8,"WECC","Larimer County"
"2542","CO","Rawhide Energy Station",6761,"101","",7,1997,"ARP",631.75,133089,NA,61.038,0.2938,244.712,152821.775,1489492.225,8,"WECC","Larimer County"
"2543","CO","Rawhide Energy Station",6761,"101","",8,1997,"ARP",744,177126,NA,79.7,0.3035,311.716,205260.4,2000585.7,8,"WECC","Larimer County"
"2544","CO","Rawhide Energy Station",6761,"101","",9,1997,"ARP",712.75,181896,NA,80.354,0.3201,342.625,215843.625,2103725.525,8,"WECC","Larimer County"
"2545","CO","Rawhide Energy Station",6761,"101","",10,1997,"ARP",717.25,175971,NA,95.525,0.3093,325.243,208282.75,2030049.1,8,"WECC","Larimer County"
"2546","CO","Rawhide Energy Station",6761,"101","",11,1997,"ARP",706.5,181435,NA,83.506,0.3338,351.516,213201.275,2077982.125,8,"WECC","Larimer County"
"2547","CO","Rawhide Energy Station",6761,"101","",12,1997,"ARP",637.25,157759,NA,96.887,0.3303,313.092,184246.9,1795786.225,8,"WECC","Larimer County"
"2548","CO","Ray D Nixon",8219,"1","",1,1997,"ARP",744,158486,NA,724.901,0.4243,353.869,170953.2,1666189.3,8,"WECC","El Paso County"
"2549","CO","Ray D Nixon",8219,"1","",2,1997,"ARP",672,142162,NA,631.089,0.4035,297.934,151285.4,1474513.1,8,"WECC","El Paso County"
"2550","CO","Ray D Nixon",8219,"1","",3,1997,"ARP",736.25,152315,NA,628.325,0.3915,307.661,159839.8,1557904.8,8,"WECC","El Paso County"
"2551","CO","Ray D Nixon",8219,"1","",4,1997,"ARP",389.25,75885,NA,357.548,0.3992,156.821,79197.775,771931.3,8,"WECC","El Paso County"
"2552","CO","Ray D Nixon",8219,"1","",5,1997,"ARP",326.75,51897,NA,198.199,0.288,85.686,55122.875,537266.9,8,"WECC","El Paso County"
"2553","CO","Ray D Nixon",8219,"1","",6,1997,"ARP",706,141492,NA,564.332,0.3623,254.19,143254.7,1396260.25,8,"WECC","El Paso County"
"2554","CO","Ray D Nixon",8219,"1","",7,1997,"ARP",718.5,146787,NA,569.67,0.3922,280.379,145177.525,1414984.75,8,"WECC","El Paso County"
"2555","CO","Ray D Nixon",8219,"1","",8,1997,"ARP",744,150298,NA,582.406,0.3915,275.693,143950.9,1403026.8,8,"WECC","El Paso County"
"2556","CO","Ray D Nixon",8219,"1","",9,1997,"ARP",713.75,153327,NA,598.606,0.4035,290.3,147295.475,1435632.45,8,"WECC","El Paso County"
"2557","CO","Ray D Nixon",8219,"1","",10,1997,"ARP",720.25,142340,NA,480.361,0.2997,208.467,143089.8,1394665,8,"WECC","El Paso County"
"2558","CO","Ray D Nixon",8219,"1","",11,1997,"ARP",701.75,146481,NA,551.277,0.3704,262.742,143400.35,1397654.55,8,"WECC","El Paso County"
"2559","CO","Ray D Nixon",8219,"1","",12,1997,"ARP",702,147592,NA,578.468,0.4027,286.564,144682.925,1410164.875,8,"WECC","El Paso County"
"2560","CO","Valmont",477,"5","",1,1997,"ARP",699,117822,NA,524.484,0.308,218.923,145433.15,1417481.2,8,"WECC","Boulder County"
"2561","CO","Valmont",477,"5","",2,1997,"ARP",669.5,111991,NA,455.141,0.3017,196.293,133872.1,1304797.45,8,"WECC","Boulder County"
"2562","CO","Valmont",477,"5","",3,1997,"ARP",273.5,41376,NA,165.04,0.2149,54.921,51695.95,503857.05,8,"WECC","Boulder County"
"2563","CO","Valmont",477,"5","",4,1997,"ARP",720,114330,NA,453.034,0.2666,175.99,135501.4,1320683.2,8,"WECC","Boulder County"
"2564","CO","Valmont",477,"5","",5,1997,"ARP",744,120327,NA,512.33,0.2857,204.353,146897.3,1431738.1,8,"WECC","Boulder County"
"2565","CO","Valmont",477,"5","",6,1997,"ARP",720,118114,NA,526.864,0.3109,223.7,147888.3,1441424.6,8,"WECC","Boulder County"
"2566","CO","Valmont",477,"5","",7,1997,"ARP",744,122728,NA,507.07,0.2845,213.096,153674,1497783.5,8,"WECC","Boulder County"
"2567","CO","Valmont",477,"5","",8,1997,"ARP",676.25,109274,NA,471.947,0.2827,187.345,135298.1,1318680.2,8,"WECC","Boulder County"
"2568","CO","Valmont",477,"5","",9,1997,"ARP",720,119997,NA,494.392,0.2796,195.612,143799,1401548,8,"WECC","Boulder County"
"2569","CO","Valmont",477,"5","",10,1997,"ARP",744,130302,NA,480.781,0.2569,186.209,149055.1,1452786.9,8,"WECC","Boulder County"
"2570","CO","Valmont",477,"5","",11,1997,"ARP",45.5,0,NA,12.644,0.1079,0.05,90.825,869.325,8,"WECC","Boulder County"
"2571","CO","Valmont",477,"5","",12,1997,"ARP",297,31056,NA,117.231,0.1944,41.43,34342.025,334729.65,8,"WECC","Boulder County"
"2572","CO","Zuni",478,"1","",1,1997,"ARP",583.22,248,85400,0.03,0.2133,10.886,5968.771,100430.385,8,"WECC","Denver County"
"2573","CO","Zuni",478,"1","",2,1997,"ARP",550.36,122,74446,0.027,0.2095,9.69,5398.021,90796.991,8,"WECC","Denver County"
"2574","CO","Zuni",478,"1","",3,1997,"ARP",254.21,708,35432,0.014,0.2099,5.194,2746.403,46118.954,8,"WECC","Denver County"
"2575","CO","Zuni",478,"1","",4,1997,"ARP",323.19,461,41739,0.816,0.2059,5.862,3126.006,51526.538,8,"WECC","Denver County"
"2576","CO","Zuni",478,"1","",5,1997,"ARP",646.4,939,73529,0.028,0.2076,9.853,5535,92301.6,8,"WECC","Denver County"
"2577","CO","Zuni",478,"1","",6,1997,"ARP",430.65,0,32015,0.013,0.1872,4.023,2526.19,41665.733,8,"WECC","Denver County"
"2578","CO","Zuni",478,"1","",7,1997,"ARP",116.77,1253,15562,0.007,0.1869,2.604,1383.545,23154.144,8,"WECC","Denver County"
"2579","CO","Zuni",478,"1","",8,1997,"ARP",62.86,647,6731,0.003,0.147,0.984,621.464,10320.822,8,"WECC","Denver County"
"2580","CO","Zuni",478,"1","",9,1997,"ARP",0.05,0,0,0,0,NA,0,0,8,"WECC","Denver County"
